,task_type,number_of_peoples,estimated_time_in_minutes
4391,2,4,3216
4392,2,7,2577
4393,3,9,666
4394,2,2,12407
4395,4,1,22978
4396,3,8,1220
4397,4,8,1926
4398,2,8,410
4399,4,7,351
4400,4,5,5018
4401,4,3,1999
4402,1,1,2840
4403,2,2,5067
4404,2,2,1547
4405,1,9,1272
4406,1,3,6183
4407,3,6,232
4408,1,7,650
4409,3,3,13046
4410,1,2,3075
4411,1,3,2015
4412,2,9,238
4413,3,4,581
4414,1,2,9398
4415,4,3,11064
4416,2,3,1439
4417,4,10,3117
4418,2,8,1177
4419,2,7,411
4420,4,1,30477
4421,4,8,4063
4422,3,8,1552
4423,4,8,1790
4424,3,4,8179
4425,2,1,7644
4426,3,8,265
4427,4,1,17122
4428,1,1,6877
4429,2,7,742
4430,2,1,29225
4431,4,7,2189
4432,4,6,5783
4433,2,5,543
4434,3,8,1381
4435,2,9,2313
4436,2,9,422
4437,4,2,29482
4438,1,3,2226
4439,3,6,1987
4440,1,6,657
4441,1,2,6927
4442,4,1,44512
4443,3,5,1044
4444,4,1,22261
4445,4,3,17967
4446,4,10,2525
4447,4,5,852
4448,1,8,818
4449,1,5,2958
4450,1,10,540
4451,3,1,9150
4452,2,4,592
4453,1,10,238
4454,4,3,29791
4455,4,8,8544
4456,1,4,2436
4457,2,9,2197
4458,1,3,4930
4459,4,9,1128
4460,1,5,4348
4461,1,8,2175
4462,2,7,792
4463,3,2,869
4464,3,2,479
4465,3,7,2485
4466,4,6,16302
4467,1,3,6985
4468,3,2,23950
4469,3,2,15380
4470,3,3,2777
4471,3,7,2460
4472,2,9,1004
4473,4,10,1998
4474,1,4,1379
4475,2,3,181
4476,2,10,1622
4477,4,5,12799
4478,4,6,667
4479,3,4,4303
4480,3,4,2980
4481,2,8,460
4482,1,6,2267
4483,1,4,4069
4484,2,3,6545
4485,2,9,1590
4486,3,9,1115
4487,2,10,906
4488,2,3,6809
4489,3,6,924
4490,3,1,11927
4491,4,8,678
4492,4,2,3089
4493,1,7,1293
4494,1,1,17445
4495,1,8,345
4496,4,3,6112
4497,3,4,4625
4498,3,9,1719
4499,4,4,8576
4500,3,7,1535
4501,3,4,8375
4502,2,8,989
4503,3,8,4723
4504,3,10,1937
4505,3,9,3386
4506,2,3,2908
4507,2,10,746
4508,2,8,1236
4509,1,10,816
4510,4,9,2184
4511,4,8,8715
4512,2,9,468
4513,2,10,220
4514,3,3,9324
4515,3,7,3828
4516,3,5,5577
4517,2,10,2536
4518,4,7,9951
4519,2,6,540
4520,3,2,15437
4521,1,7,646
4522,4,7,1428
4523,2,2,14792
4524,1,7,1888
4525,4,2,4267
4526,3,1,486
4527,1,4,1775
4528,4,8,10827
4529,4,9,7209
4530,1,10,1492
4531,4,3,2452
4532,1,3,471
4533,4,2,9029
4534,2,1,16504
4535,3,2,15877
4536,1,5,1415
4537,1,7,2115
4538,2,4,1530
4539,1,5,2235
4540,1,7,2812
4541,4,10,495
4542,2,7,2608
4543,1,3,4382
4544,2,7,2490
4545,4,1,15646
4546,3,5,569
4547,1,10,740
4548,1,10,1417
4549,2,10,469
4550,1,6,1008
4551,1,4,4750
4552,1,8,2173
4553,1,4,1634
4554,1,7,669
4555,1,5,2398
4556,1,5,500
4557,2,8,2074
4558,2,1,6828
4559,4,1,1156
4560,3,1,3173
4561,4,2,8935
4562,2,6,976
4563,1,7,1736
4564,1,10,607
4565,4,6,290
4566,1,9,1427
4567,4,1,63874
4568,4,6,11725
4569,2,10,2910
4570,2,1,16262
4571,1,10,2002
4572,4,4,20598
4573,1,8,230
4574,1,3,598
4575,3,6,7092
4576,3,1,20831
4577,4,1,15318
4578,4,9,7234
4579,4,6,3616
4580,2,3,1640
4581,3,7,4035
4582,4,3,31985
4583,1,6,785
4584,1,7,2454
4585,1,10,1919
4586,2,5,3611
4587,3,10,1215
4588,1,3,3107
4589,4,8,11896
4590,4,9,6159
4591,2,9,2640
4592,4,8,891
4593,2,3,458
4594,3,1,17034
4595,2,4,3817
4596,4,10,279
4597,3,7,258
4598,2,1,26051
4599,3,8,1276
4600,2,9,3114
4601,4,3,23616
4602,3,10,166
4603,2,1,20466
4604,4,7,12408
4605,3,10,2830
4606,3,10,3103
4607,2,2,3132
4608,1,7,2705
4609,3,2,4644
4610,1,4,3226
4611,1,6,967
4612,2,7,4017
4613,1,7,473
4614,2,8,2959
4615,1,7,2317
4616,3,2,18770
4617,3,4,3092
4618,1,5,2644
4619,2,3,1192
4620,4,4,18772
4621,2,5,3572
4622,4,9,6230
4623,2,10,1606
4624,3,7,1833
4625,3,7,188
4626,4,2,44272
4627,2,1,19548
4628,2,2,6793
4629,4,8,3072
4630,4,9,3305
4631,4,10,785
4632,1,2,5650
4633,4,8,6846
4634,4,9,3610
4635,1,1,12471
4636,4,10,313
4637,3,6,1265
4638,3,3,7549
4639,2,10,1000
4640,3,3,10740
4641,1,10,139
4642,3,6,2156
4643,2,1,16053
4644,2,8,430
4645,2,6,1352
4646,2,5,4644
4647,4,8,835
4648,2,10,2976
4649,1,1,13603
4650,4,5,5239
4651,1,6,1227
4652,2,8,2673
4653,4,2,7557
4654,2,5,432
4655,3,10,1324
4656,3,5,5890
4657,1,7,652
4658,2,6,1367
4659,4,7,8230
4660,1,10,1205
4661,3,5,8334
4662,3,8,209
4663,1,1,2083
4664,1,9,963
4665,3,1,5177
4666,4,6,221
4667,3,10,2748
4668,4,3,846
4669,1,8,119
4670,1,8,2421
4671,2,9,754
4672,4,10,2513
4673,4,9,10164
4674,3,1,12725
4675,1,2,6436
4676,3,2,1145
4677,2,10,108
4678,4,1,23499
4679,4,5,4900
4680,2,7,2733
4681,2,4,5015
4682,2,4,1648
4683,4,1,16111
4684,1,9,727
4685,1,2,6871
4686,4,8,7052
4687,4,6,406
4688,1,7,516
4689,3,4,8952
4690,1,1,2174
4691,2,5,1784
4692,4,5,5130
4693,2,7,2379
4694,3,4,6233
4695,2,8,1351
4696,1,7,1041
4697,3,8,703
4698,2,10,1769
4699,3,3,11778
4700,1,5,3371
4701,3,2,18007
4702,3,8,1845
4703,3,8,222
4704,2,1,21744
4705,1,3,3493
4706,4,8,5040
4707,2,9,1512
4708,3,4,9144
4709,1,8,2187
4710,3,7,7106
4711,3,8,1279
4712,1,9,154
4713,4,10,1939
4714,1,6,3186
4715,4,2,13776
4716,1,1,4730
4717,2,9,678
4718,1,2,457
4719,3,9,1419
4720,3,6,4857
4721,2,1,12378
4722,2,9,204
4723,2,1,2809
4724,4,2,29047
4725,1,3,3550
4726,3,8,612
4727,3,8,3250
4728,2,5,5315
4729,2,5,3070
4730,3,2,2493
4731,3,6,3546
4732,3,6,4736
4733,4,2,5682
4734,2,8,2477
4735,3,6,604
4736,4,4,15580
4737,4,5,4180
4738,1,4,627
4739,4,8,8333
4740,4,4,15729
4741,1,7,1058
4742,3,10,1006
4743,2,3,9712
4744,2,9,958
4745,2,10,854
4746,1,6,1096
4747,2,8,622
4748,2,2,13363
4749,3,6,4482
4750,2,1,15824
4751,2,6,3240
4752,2,7,1096
4753,1,3,3206
4754,1,1,2208
4755,2,8,997
4756,1,2,1033
4757,4,1,1225
4758,4,7,8700
4759,3,1,9667
4760,4,10,993
4761,1,5,3014
4762,1,5,2814
4763,1,4,3460
4764,3,6,2259
4765,1,2,7522
4766,2,5,2996
4767,3,6,131
4768,1,1,23032
4769,1,4,155
4770,2,6,3942
4771,2,2,2949
4772,3,6,411
4773,4,2,28330
4774,2,3,7359
4775,4,1,12246
4776,1,6,2311
4777,2,5,415
4778,2,9,1715
4779,2,7,1698
4780,3,1,8190
4781,3,4,9487
4782,4,7,302
4783,2,1,1859
4784,1,4,1729
4785,1,7,2161
4786,2,7,1253
4787,4,6,8819
4788,4,6,12579
4789,4,1,27791
4790,4,1,66464
4791,4,5,1518
4792,3,2,1198
4793,4,10,3534
4794,3,10,2671
4795,2,10,472
4796,4,2,18235
4797,3,2,14688
4798,1,1,565
4799,2,4,5067
4800,2,3,1556
4801,1,7,827
4802,1,3,4052
4803,1,7,1710
4804,4,8,8276
4805,3,3,2302
4806,3,10,1312
4807,2,6,798
4808,1,8,632
4809,4,1,12383
4810,4,4,11190
4811,3,1,30113
4812,4,6,743
4813,4,10,1039
4814,4,5,19232
4815,2,10,2256
4816,4,1,57241
4817,4,9,1264
4818,1,3,4045
4819,2,8,302
4820,1,3,2031
4821,2,6,3264
4822,2,3,518
4823,3,10,2755
4824,3,5,8038
4825,1,1,2106
4826,4,10,2832
4827,4,4,461
4828,1,4,2686
4829,3,1,5850
4830,2,9,614
4831,1,7,1882
4832,4,2,25779
4833,3,4,8514
4834,1,9,926
4835,4,2,6641
4836,2,3,4739
4837,4,4,3734
4838,2,2,3344
4839,4,1,102226
4840,3,6,4091
4841,3,4,5840
4842,4,6,10166
4843,3,9,2898
4844,1,10,1700
4845,3,1,28560
4846,3,8,6111
4847,4,10,4948
4848,2,3,10282
4849,3,8,4321
4850,2,2,10189
4851,1,1,6037
4852,1,5,3990
4853,1,3,1902
4854,1,4,1051
4855,2,5,2698
4856,4,6,1786
4857,3,10,4447
4858,1,9,1199
4859,2,2,13202
4860,2,3,1044
4861,4,10,5127
4862,2,6,3510
4863,2,1,5738
4864,2,6,608
4865,2,10,3066
4866,1,3,952
4867,4,9,4667
4868,3,1,22117
4869,4,8,2926
4870,4,10,5813
4871,2,7,309
4872,4,6,749
4873,3,1,12768
4874,2,4,2214
4875,3,10,1014
4876,1,7,731
4877,2,4,4212
4878,2,8,1134
4879,3,10,137
4880,3,8,1887
4881,4,3,1568
4882,1,9,866
4883,1,10,657
4884,4,7,1055
4885,3,6,2074
4886,4,4,14524
4887,4,3,4029
4888,4,8,2533
4889,1,5,398
4890,3,7,4200
4891,1,2,6125
4892,4,10,451
4893,4,3,2530
4894,4,3,999
4895,4,9,608
4896,2,4,2045
4897,1,5,3799
4898,1,10,221
4899,1,2,2614
4900,4,2,9064
4901,3,5,4629
4902,1,10,563
4903,3,8,4775
4904,2,6,600
4905,4,6,3517
4906,1,1,14854
4907,2,10,384
4908,4,6,6935
4909,3,7,4795
4910,4,5,750
4911,2,6,507
4912,2,7,970
4913,4,1,20414
4914,2,7,1913
4915,1,7,660
4916,4,3,3129
4917,1,6,448
4918,1,4,1608
4919,4,5,13290
4920,1,2,6045
4921,1,6,1065
4922,4,8,7228
4923,3,8,1464
4924,2,5,4658
4925,4,10,791
4926,4,6,8382
4927,3,10,2699
4928,2,7,3932
4929,1,4,3959
4930,4,1,53772
4931,4,4,5211
4932,2,10,1200
4933,1,2,11447
4934,3,1,8931
4935,3,7,3668
4936,1,10,997
4937,1,8,1534
4938,2,5,961
4939,3,9,1549
4940,3,8,497
4941,2,10,1864
4942,1,10,344
4943,2,2,9000
4944,4,6,1748
4945,1,8,1356
4946,1,8,1699
4947,1,6,3061
4948,1,4,702
4949,3,9,361
4950,3,10,2675
4951,3,9,2212
4952,2,9,465
4953,1,10,1549
4954,1,10,1487
4955,2,2,1400
4956,4,8,5216
4957,3,5,2736
4958,4,6,13250
4959,1,6,2119
4960,4,7,1016
4961,1,1,16912
4962,1,3,274
4963,2,8,827
4964,2,1,2491
4965,1,1,16445
4966,4,2,17789
4967,1,10,1592
4968,4,3,31367
4969,1,4,2887
4970,2,4,1391
4971,3,3,5040
4972,2,3,269
4973,3,1,32469
4974,1,4,742
4975,1,9,1562
4976,4,5,2216
4977,4,8,6062
4978,4,10,2212
4979,1,10,2343
4980,2,10,2881
4981,2,10,650
4982,1,9,288
4983,1,9,358
4984,4,6,487
4985,3,8,206
4986,3,7,266
4987,4,10,3728
4988,3,7,427
4989,4,4,13647
4990,2,6,1077
4991,4,1,16118
4992,1,3,518
4993,3,3,14761
4994,2,2,1855
4995,2,3,6423
4996,1,9,1824
4997,3,6,857
4998,4,7,12698
4999,3,1,18252
5000,4,3,32300
5001,2,1,21600
5002,2,9,2211
5003,4,10,1858
5004,3,4,8555
5005,1,4,1831
5006,2,9,1859
5007,1,6,245
5008,4,2,10665
5009,4,7,508
5010,3,7,3177
5011,4,2,4625
5012,4,5,15173
5013,1,4,914
5014,3,10,2876
5015,4,10,2655
5016,2,4,182
5017,4,8,4701
5018,1,5,998
5019,4,2,1288
5020,4,5,2916
5021,1,10,178
5022,2,9,2012
5023,3,5,7466
5024,4,10,2945
5025,4,7,3338
5026,4,9,1905
5027,4,7,10488
5028,4,6,1749
5029,4,10,2049
5030,4,3,2405
5031,4,6,404
5032,4,3,16310
5033,2,1,19407
5034,2,7,3780
5035,3,4,2614
5036,1,8,657
5037,1,5,324
5038,1,7,2217
5039,4,4,4532
5040,1,6,3037
5041,3,10,986
5042,4,4,1081
5043,1,9,2231
5044,2,1,16616
5045,2,10,2885
5046,3,7,1905
5047,1,5,155
5048,4,1,88156
5049,1,10,626
5050,4,2,2011
5051,3,7,3483
5052,2,7,1035
5053,2,2,4186
5054,4,8,5020
5055,1,10,553
5056,3,3,9444
5057,2,10,1862
5058,4,10,168
5059,3,8,5259
5060,1,6,2351
5061,2,8,2336
5062,4,9,6852
5063,1,9,1762
5064,1,8,2182
5065,4,8,9548
5066,4,9,4963
5067,2,1,15970
5068,3,2,16554
5069,4,2,659
5070,1,7,2316
5071,2,5,1590
5072,4,9,2392
5073,1,4,3677
5074,2,10,2033
5075,4,4,6383
5076,3,9,2329
5077,2,7,3003
5078,4,5,12466
5079,3,10,1011
5080,2,4,5532
5081,4,1,49843
5082,2,7,914
5083,1,9,319
5084,1,5,2184
5085,4,4,6103
5086,4,9,10203
5087,4,10,869
5088,2,9,551
5089,4,8,140
5090,3,9,3318
5091,3,8,1381
5092,2,9,3298
5093,3,3,11233
5094,1,6,1956
5095,3,10,2462
5096,3,7,5331
5097,4,2,18413
5098,2,5,4291
5099,4,3,1015
5100,4,8,8957
5101,1,5,1480
5102,1,8,319
5103,1,9,1858
5104,2,4,2083
5105,4,1,49750
5106,3,5,2161
5107,4,2,37094
5108,1,4,3316
5109,2,8,1039
5110,2,7,442
5111,1,5,3829
5112,1,7,1718
5113,2,6,2620
5114,4,5,16306
5115,2,6,457
5116,1,9,1367
5117,4,6,480
5118,4,1,20577
5119,4,3,2939
5120,1,5,3719
5121,3,6,4716
5122,3,5,5649
5123,1,8,615
5124,1,10,1966
5125,4,6,1043
5126,1,2,2713
5127,2,9,1986
5128,4,10,8808
5129,3,1,32116
5130,2,5,3151
5131,4,3,20732
5132,4,6,8683
5133,3,9,833
5134,1,9,2312
5135,3,6,110
5136,2,9,1957
5137,4,2,37545
5138,1,10,559
5139,1,2,2010
5140,3,3,9844
5141,3,6,4514
5142,2,10,2590
5143,2,8,2000
5144,4,1,7062
5145,4,2,23758
5146,4,5,4436
5147,3,4,921
5148,3,4,512
5149,1,3,5887
5150,3,2,6259
5151,2,1,6671
5152,1,10,775
5153,1,2,7270
5154,2,6,201
5155,3,9,930
5156,1,8,139
5157,1,3,138
5158,4,7,11498
5159,3,2,4099
5160,1,2,1357
5161,4,5,10593
5162,4,1,17353
5163,3,2,18284
5164,1,4,4756
5165,3,7,5516
5166,3,3,853
5167,3,3,7775
5168,3,4,4317
5169,3,7,224
5170,2,4,342
5171,3,2,5285
5172,1,3,3760
5173,1,10,1266
5174,3,8,2908
5175,1,10,1205
5176,2,5,1495
5177,2,10,2220
5178,1,3,4149
5179,2,5,2213
5180,3,4,2078
5181,4,4,18819
5182,4,10,3273
5183,2,4,4964
5184,4,8,2228
5185,3,4,7255
5186,2,9,2048
5187,3,7,5092
5188,3,6,2429
5189,1,9,2818
5190,1,8,240
5191,2,3,8127
5192,4,3,21699
5193,1,6,1219
5194,2,5,154
5195,2,4,1780
5196,2,8,336
5197,3,5,2769
5198,4,4,5892
5199,4,10,5103
5200,1,9,603
5201,1,1,748
5202,1,6,182
5203,4,9,2248
5204,2,8,2330
5205,3,7,3718
5206,1,9,1912
5207,2,10,791
5208,2,5,805
5209,4,10,3453
5210,3,6,1719
5211,2,9,1902
5212,2,4,6175
5213,4,9,1519
5214,1,1,7213
5215,2,10,1468
5216,3,2,975
5217,4,4,879
5218,2,4,3787
5219,1,1,7710
5220,1,4,4468
5221,3,5,8369
5222,4,6,1266
5223,2,4,170
5224,1,5,2340
5225,2,9,176
5226,1,4,1181
5227,2,4,6217
5228,4,5,1994
5229,3,10,209
5230,1,8,1656
5231,3,7,3279
5232,2,6,167
5233,2,2,2850
5234,1,10,1002
5235,2,1,18229
5236,1,1,15471
5237,1,5,1235
5238,2,5,443
5239,1,4,4790
5240,2,2,7490
5241,4,3,8728
5242,3,3,6815
5243,3,7,1169
5244,1,3,5450
5245,1,5,820
5246,3,1,11922
5247,3,9,1688
5248,1,3,2020
5249,3,3,1582
5250,2,4,976
5251,1,7,672
5252,1,10,2026
5253,1,4,4813
5254,3,5,2277
5255,4,1,4269
5256,4,4,791
5257,2,1,3130
5258,3,5,335
5259,2,4,4756
5260,2,2,972
5261,3,5,8078
5262,4,1,11123
5263,1,3,212
5264,3,1,7398
5265,1,3,313
5266,2,7,115
5267,4,8,2543
5268,3,10,3199
5269,2,6,1714
5270,4,10,2286
5271,2,9,1248
5272,1,9,1670
5273,3,7,5902
5274,1,6,1196
5275,2,5,1247
5276,2,3,2090
5277,4,9,3795
5278,2,7,4003
5279,2,6,1181
5280,4,10,5619
5281,1,8,808
5282,4,1,2591
5283,4,1,72225
5284,2,9,1975
5285,3,10,3571
5286,3,6,8422
5287,1,2,3299
5288,1,2,6630
5289,1,4,3439
5290,1,6,2357
5291,4,5,19298
5292,4,7,1142
5293,4,1,6726
5294,3,8,1735
5295,4,8,3020
5296,2,2,9523
5297,1,1,634
5298,1,6,1930
5299,4,10,1487
5300,2,9,729
5301,4,2,21114
5302,1,1,16148
5303,4,2,2594
5304,4,3,463
5305,3,7,1345
5306,3,7,297
5307,1,7,1114
5308,2,4,182
5309,4,7,7664
5310,3,5,1785
5311,2,7,2299
5312,4,8,6248
5313,3,7,3130
5314,2,6,509
5315,3,3,14099
5316,1,10,1624
5317,4,2,3808
5318,3,6,1428
5319,3,4,8788
5320,1,10,896
5321,2,7,551
5322,4,10,1515
5323,1,2,2145
5324,2,9,3770
5325,1,5,2519
5326,2,2,10301
5327,2,3,6029
5328,4,6,13355
5329,4,5,15318
5330,4,1,59418
5331,1,7,380
5332,4,7,7467
5333,4,7,1210
5334,4,2,6717
5335,2,6,752
5336,3,1,3676
5337,3,6,1543
5338,4,5,5215
5339,4,6,7705
5340,4,2,18999
5341,4,7,4478
5342,3,9,344
5343,2,5,1670
5344,4,3,5621
5345,1,4,577
5346,4,3,7724
5347,4,9,8338
5348,3,3,12800
5349,1,3,2444
5350,1,2,3595
5351,1,5,158
5352,3,9,1919
5353,4,3,8568
5354,2,10,2333
5355,1,8,333
5356,4,9,4827
5357,4,5,11597
5358,4,5,17517
5359,4,4,4102
5360,1,8,155
5361,3,2,5982
5362,1,5,3935
5363,4,3,18604
5364,3,8,2702
5365,3,7,1677
5366,3,6,770
5367,1,6,981
5368,2,5,467
5369,1,10,1500
5370,2,2,4410
5371,4,4,2323
5372,3,2,17538
5373,1,1,260
5374,2,9,3286
5375,4,3,6424
5376,4,6,4576
5377,4,5,314
5378,4,5,9187
5379,3,4,5048
5380,3,5,5934
5381,1,8,1242
5382,1,3,1452
5383,2,4,7799
5384,3,6,2328
5385,2,1,15448
5386,4,3,30750
5387,3,1,8367
5388,4,4,15234
5389,2,1,466
5390,3,2,2104
5391,2,1,17635
5392,3,7,1734
5393,2,2,13728
5394,3,5,1586
5395,4,8,653
5396,2,10,2021
5397,4,3,17447
5398,1,1,2243
5399,2,6,653
5400,2,9,966
5401,3,10,648
5402,2,5,4128
5403,3,2,2287
5404,3,9,1642
5405,1,9,448
5406,2,3,4494
5407,4,9,363
5408,3,4,2118
5409,3,2,2767
5410,4,3,5258
5411,2,8,404
5412,2,10,1792
5413,4,5,1303
5414,2,2,1547
5415,3,9,1478
5416,4,10,4181
5417,2,3,4164
5418,4,5,7892
5419,1,4,1498
5420,2,7,562
5421,2,7,2880
5422,2,10,2135
5423,3,10,3457
5424,3,1,37650
5425,4,9,693
5426,1,2,346
5427,4,5,10859
5428,3,2,22175
5429,1,8,334
5430,2,8,3476
5431,3,3,1892
5432,1,10,612
5433,4,5,13394
5434,3,7,6399
5435,1,3,4481
5436,2,4,3578
5437,4,6,1656
5438,4,2,8666
5439,1,2,3418
5440,3,6,2573
5441,3,1,1151
5442,2,6,5552
5443,1,6,492
5444,1,10,746
5445,2,10,500
5446,4,3,23259
5447,2,7,860
5448,1,5,940
5449,2,10,1914
5450,4,2,5116
5451,3,3,8486
5452,1,9,671
5453,4,5,9724
5454,2,10,2023
5455,3,9,753
5456,4,4,18586
5457,4,4,23610
5458,2,10,1459
5459,2,9,276
5460,2,1,19484
5461,4,8,3311
5462,2,3,572
5463,3,9,1732
5464,2,7,1381
5465,4,8,1093
5466,1,1,13458
5467,2,1,23888
5468,4,9,5529
5469,2,1,4044
5470,2,8,1553
5471,1,8,851
5472,1,6,1151
5473,1,2,9658
5474,3,8,419
5475,1,9,2208
5476,1,6,305
5477,1,4,1779
5478,3,4,8772
5479,4,1,39041
5480,3,6,5158
5481,2,9,2055
5482,2,10,2780
5483,2,6,3269
5484,4,6,8872
5485,3,3,654
5486,1,9,756
5487,3,1,40669
5488,4,8,4316
5489,2,9,2340
5490,2,2,7750
5491,3,2,12960
5492,1,6,207
5493,1,3,5029
5494,1,7,2010
5495,4,9,1460
5496,1,9,354
5497,4,5,16322
5498,2,10,831
5499,2,9,3407
5500,1,8,1284
5501,4,10,1194
5502,1,1,9937
5503,2,2,7420
5504,1,2,2145
5505,3,7,311
5506,3,9,859
5507,1,7,2405
5508,4,1,1905
5509,1,8,1598
5510,4,9,2655
5511,3,4,1400
5512,1,6,372
5513,4,9,7514
5514,4,4,11108
5515,1,4,4441
5516,1,6,2682
5517,1,7,2069
5518,1,1,1222
5519,1,8,1434
5520,4,9,8700
5521,4,9,716
5522,1,2,2414
5523,2,2,212
5524,1,8,160
5525,1,3,662
5526,4,10,992
5527,4,5,2029
5528,2,5,3499
5529,3,3,11198
5530,2,6,619
5531,1,3,4880
5532,4,7,7707
5533,2,9,2273
5534,2,4,3534
5535,2,4,6208
5536,4,9,5483
5537,1,10,1495
5538,4,7,3177
5539,4,8,4017
5540,3,9,1489
5541,3,3,10496
5542,3,4,7620
5543,2,9,2719
5544,4,6,14453
5545,1,2,1482
5546,3,9,3576
5547,2,10,591
5548,3,4,8659
5549,2,10,2564
5550,2,4,1193
5551,1,10,2160
5552,3,1,20275
5553,2,4,550
5554,3,10,2198
5555,2,4,446
5556,3,10,2702
5557,4,1,23611
5558,3,8,3129
5559,4,4,6585
5560,4,4,2390
5561,4,6,6604
5562,3,4,267
5563,3,10,1282
5564,2,5,1293
5565,4,4,17224
5566,3,5,5644
5567,3,8,785
5568,1,9,1188
5569,1,5,4175
5570,1,3,2228
5571,3,4,2735
5572,3,9,440
5573,4,1,39746
5574,4,3,34490
5575,1,4,3477
5576,3,1,11600
5577,1,2,2809
5578,2,7,3579
5579,2,3,9049
5580,3,4,12208
5581,4,1,64099
5582,3,9,520
5583,4,8,12212
5584,4,7,6931
5585,2,7,121
5586,4,5,13585
5587,2,8,2134
5588,3,6,543
5589,4,10,2756
5590,2,7,4181
5591,1,4,141
5592,1,9,1777
5593,3,1,30233
5594,4,8,1839
5595,1,10,672
5596,3,5,7385
5597,3,4,497
5598,4,6,10237
5599,2,5,1293
5600,2,2,412
5601,4,3,8364
5602,2,10,2982
5603,2,7,2122
5604,3,3,1796
5605,2,6,1655
5606,4,9,5582
5607,1,5,3287
5608,2,10,1321
5609,1,6,2614
5610,4,9,884
5611,3,8,5291
5612,3,2,1667
5613,2,4,5071
5614,3,6,570
5615,3,5,7055
5616,3,10,3378
5617,4,3,30287
5618,3,9,3538
5619,2,1,23031
5620,1,1,18669
5621,4,7,2445
5622,4,10,7543
5623,2,7,505
5624,2,6,1252
5625,1,6,2545
5626,4,6,9881
5627,1,1,15581
5628,4,6,4485
5629,4,8,5742
5630,2,4,288
5631,2,3,4868
5632,1,8,621
5633,3,9,4967
5634,1,3,5881
5635,4,8,1249
5636,4,9,2518
5637,3,5,7384
5638,4,1,6486
5639,1,2,8870
5640,3,6,1162
5641,3,3,3306
5642,3,6,3156
5643,3,5,1826
5644,1,7,375
5645,4,9,8496
5646,2,7,4423
5647,1,3,5504
5648,1,8,124
5649,4,6,4226
5650,3,3,6852
5651,3,2,17324
5652,3,4,1205
5653,1,3,5622
5654,2,7,136
5655,4,2,2593
5656,2,8,3906
5657,1,10,436
5658,2,5,4452
5659,4,10,6034
5660,3,10,1471
5661,2,1,26996
5662,2,9,1013
5663,4,6,9572
5664,3,4,5671
5665,1,6,178
5666,3,3,2554
5667,2,4,1833
5668,3,1,3994
5669,3,1,1954
5670,3,5,288
5671,3,4,783
5672,2,10,2083
5673,4,9,2043
5674,3,7,6047
5675,4,4,1509
5676,1,1,19661
5677,3,7,4830
5678,3,5,5355
5679,1,2,7720
5680,4,9,6084
5681,1,10,540
5682,2,5,283
5683,2,8,3669
5684,3,1,2625
5685,1,8,1862
5686,3,1,23013
5687,1,6,553
5688,1,7,381
5689,1,7,626
5690,1,1,2416
5691,2,3,2901
5692,1,2,8525
5693,1,5,2656
5694,1,10,528
5695,1,7,624
5696,1,2,5636
5697,2,6,1162
5698,4,1,88084
5699,1,5,548
5700,3,8,1140
5701,4,9,234
5702,1,1,15167
5703,3,10,709
5704,1,2,1175
5705,4,5,4340
5706,3,1,33651
5707,3,9,3441
5708,1,5,1085
5709,3,2,15948
5710,4,7,4162
5711,2,5,2927
5712,1,5,112
5713,4,1,27868
5714,2,10,1736
5715,2,10,328
5716,1,5,929
5717,4,10,8746
5718,1,4,1552
5719,1,8,2023
5720,4,7,1593
5721,3,5,6204
5722,1,10,400
5723,2,1,21732
5724,3,3,7698
5725,1,5,2514
5726,2,9,3119
5727,1,5,1591
5728,4,6,428
5729,1,2,8876
5730,3,9,3876
5731,3,7,4117
5732,4,4,4005
5733,1,10,549
5734,3,6,7119
5735,4,7,15122
5736,1,2,7886
5737,1,7,831
5738,1,1,14296
5739,2,4,1837
5740,4,5,10635
5741,4,9,2440
5742,4,8,955
5743,4,6,1479
5744,4,2,2797
5745,1,4,4074
5746,3,4,675
5747,1,9,1553
5748,4,9,3206
5749,3,2,10945
5750,4,7,8624
5751,3,2,1400
5752,4,3,3543
5753,1,2,9729
5754,3,4,1725
5755,2,2,14473
5756,1,7,705
5757,2,7,300
5758,4,5,15051
5759,3,4,2778
5760,3,9,1277
5761,2,2,1448
5762,2,4,285
5763,4,3,6536
5764,1,9,1549
5765,3,7,1757
5766,4,8,4626
5767,4,8,3217
5768,3,3,759
5769,4,3,7283
5770,4,9,1069
5771,3,1,35010
5772,1,1,16631
5773,2,9,1035
5774,3,3,17572
5775,3,4,226
5776,3,4,6335
5777,1,3,775
5778,2,3,6060
5779,2,5,1891
5780,1,1,8655
5781,3,8,1090
5782,3,5,345
5783,2,3,2274
5784,2,5,3649
5785,2,10,183
5786,3,10,3533
5787,3,7,2502
5788,2,9,3002
5789,3,10,1973
5790,4,7,9409
5791,3,7,4014
5792,4,2,13218
5793,3,2,2041
5794,2,1,25227
5795,4,7,6783
5796,3,3,7929
5797,1,8,2582
5798,2,4,4973
5799,1,7,2208
5800,1,3,472
5801,2,6,247
5802,3,5,6945
5803,3,3,4937
5804,2,6,433
5805,1,6,2883
5806,2,8,1094
5807,1,10,1012
5808,2,2,7406
5809,1,2,9106
5810,1,4,5324
5811,1,1,10195
5812,4,8,3130
5813,2,7,3069
5814,2,2,12041
5815,4,3,14201
5816,4,2,14103
5817,4,1,19203
5818,3,3,3962
5819,4,4,1029
